Адрес,Жилая,Кухня,Общая,Цена,Цена за квадрат,Этаж,Этажность здания,Время,Способ передвижения,Координаты
"Москва, ЦАО, р-н Якиманка, Софийская наб., 34С4",49.0,12.0,77.0,37900000.0,492208.0,2,8,12.0,пешком,"(55.747287, 37.622774, 0.0)"
"Москва, ЦАО, р-н Замоскворечье, Большая Серпуховская ул., 38С2",41.0,10.0,62.3,26000000.0,417335.0,4,7,4.0,пешком,"(55.723754, 37.626124, 0.0)"
"Москва, ЦАО, р-н Пресненский, 2-я Звенигородская ул., 11",,,100.0,65500000.0,655000.0,6,18,5.0,пешком,"(55.761538, 37.554214, 0.0)"
"Москва, САО, р-н Дмитровский, Дмитровское ш., 107Ак1",14.1,11.0,42.2,8800000.0,208531.0,15,24,15.0,пешком,"(55.879495, 37.539877, 0.0)"
"Москва, ЮАО, р-н Даниловский, ул. Архитектора Щусева, 1",15.1,10.5,38.8,11588500.0,298673.0,14,14,15.0,пешком,"(55.699943, 37.637183, 0.0)"
"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к1",35.0,14.0,59.0,16500000.0,279661.0,11,32,15.0,пешком,"(55.7559, 37.506675, 0.0)"
"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к3",20.0,15.0,45.0,13100000.0,291111.0,15,21,16.0,пешком,"(55.755474, 37.507753, 0.0)"
"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к2",40.0,14.0,71.0,16800000.0,236620.0,4,21,11.0,пешком,"(55.756376, 37.508975, 0.0)"
"Москва, ЦАО, р-н Пресненский, Мантулинская ул., 9к2",43.0,10.0,65.0,25000000.0,384615.0,4,20,10.0,пешком,"(55.755312, 37.545626, 0.0)"
"Москва, ЦАО, р-н Пресненский, Шмитовский проезд, 39к1",14.0,7.0,32.0,9800000.0,306250.0,9,14,4.0,пешком,"(55.754618, 37.524058, 0.0)"
"Москва, ЮАО, р-н Бирюлево Восточное, 6-я Радиальная ул., вл7к28",18.4,11.0,45.12,5300000.0,117465.0,12,18,4.0,на транспорте,"(55.603873, 37.651035, 0.0)"
"Москва, ЦАО, р-н Якиманка, Софийская наб., 34С4",28.0,23.0,77.2,38600000.0,500000.0,2,8,8.0,пешком,"(55.747287, 37.622774, 0.0)"
"Москва, ЦАО, р-н Пресненский, Большая Декабрьская ул., 4",34.0,14.0,63.9,24200000.0,378717.0,9,12,2.0,пешком,"(55.766329, 37.557861, 0.0)"
"Москва, ЗАО, р-н Можайский, ул. Багрицкого, 10к4",23.0,13.0,47.9,11496000.0,240000.0,6,12,17.0,пешком,"(55.72347, 37.433184, 0.0)"
"Москва, ЗАО, р-н Можайский, ул. Багрицкого, 10к4",26.7,20.0,89.3,17977500.0,201316.0,3,12,17.0,пешком,"(55.72347, 37.433184, 0.0)"
"Московская область, Красногорск городской округ, Путилково деревня, ул. Новотушинская, 4",19.0,10.5,42.2,5500000.0,130332.0,13,22,15.0,на транспорте,"(55.871046, 37.401761, 0.0)"
"Москва, ВАО, р-н Богородское, бул. Маршала Рокоссовского, 6к1г",24.0,10.5,47.0,11400000.0,242553.0,8,30,2.0,на транспорте,"(55.810531, 37.728604, 0.0)"
"Московская область, Мытищи, мкр. 24, ул. Воронина, 14",33.5,11.3,62.0,7600000.0,122581.0,5,17,20.0,на транспорте,"(55.925949, 37.767771, 0.0)"
"Москва, ЦАО, р-н Хамовники, Малая Пироговская ул., 11",,,57.0,18500000.0,324561.0,2,4,0.0,на транспорте,"(55.72961, 37.571363, 0.0)"
"Москва, СВАО, р-н Южное Медведково, Полярная ул., 2К1",14.2,9.2,35.5,7100000.0,200000.0,1,17,13.0,на транспорте,"(55.872173, 37.6403, 0.0)"
"Москва, ЮАО, р-н Чертаново Южное, Россошанский проезд, 2К2",,,50.4,8100000.0,160714.0,2,12,0.0,на транспорте,"(55.601391, 37.606837, 0.0)"
"Москва, ЦАО, р-н Хамовники, Фрунзенская наб., 36/2",22.4,8.8,38.9,19800000.0,508997.0,9,10,9.0,пешком,"(55.722157, 37.584721, 0.0)"
"Москва, НАО (Новомосковский), Коммунарка поселок, 101",27.0,14.0,56.0,7700000.0,137500.0,2,15,10.0,пешком,"(55.560891, 37.473761, 0.0)"
"Москва, СЗАО, р-н Хорошево-Мневники, 3-я Хорошевская ул., 19к3с2",12.0,12.7,34.6,7155280.0,206800.0,3,20,3.0,на транспорте,"(55.784177, 37.49709, 0.0)"
"Московская область, Видное, ул. Ермолинская",22.7,17.6,64.0,6070000.0,94844.0,14,14,13.0,на транспорте,"(55.538448, 37.716971, 0.0)"
"Московская область, Видное, ул. Ермолинская",12.2,16.2,52.5,4790000.0,91238.0,6,14,13.0,на транспорте,"(55.538448, 37.716971, 0.0)"
"Московская область, Видное, ул. Ермолинская",24.9,27.1,75.3,6850000.0,90969.0,8,14,13.0,на транспорте,"(55.538448, 37.716971, 0.0)"
"Московская область, Видное, ул. Ермолинская",25.3,26.2,76.1,6770000.0,88962.0,8,14,13.0,на транспорте,"(55.538448, 37.716971, 0.0)"
"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, вл17-18",,,51.41,22759207.0,442700.0,44,63,6.0,пешком,"(55.751138, 37.533742, 0.0)"
"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, вл17-18",,,50.69,22777551.0,449350.0,43,63,6.0,пешком,"(55.751138, 37.533742, 0.0)"
"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, вл17-18",,,83.76,41616156.0,496850.0,49,63,6.0,пешком,"(55.751138, 37.533742, 0.0)"
"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, вл17-18",,,72.18,35999775.0,498750.0,47,63,6.0,пешком,"(55.751138, 37.533742, 0.0)"
"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, вл17-18",,,72.19,33604445.0,465500.0,40,63,6.0,пешком,"(55.751138, 37.533742, 0.0)"
"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, вл17-18",,,83.64,41715450.0,498750.0,47,63,6.0,пешком,"(55.751138, 37.533742, 0.0)"
"Москва, СЗАО, р-н Хорошево-Мневники, ул. Паршина, 10А",38.2,12.8,70.4,17984806.0,255466.0,3,20,5.0,на транспорте,"(55.78975, 37.456468, 0.0)"
"Москва, САО, р-н Головинский, Головинское ш., 11Б",14.7,5.0,28.3,6950000.0,245583.0,10,24,6.0,пешком,"(55.839598, 37.495015, 0.0)"
"Москва, ЮВАО, р-н Рязанский, ул. Федора Полетаева, 15А",29.7,10.3,57.2,11300000.0,197552.0,6,16,12.0,пешком,"(55.709804, 37.783491, 0.0)"
"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, вл17-18",,,45.0,21500000.0,477778.0,50,79,6.0,пешком,"(55.751138, 37.533742, 0.0)"
"Московская область, Мытищи, мкр. 15, ул. Борисовка, 8А",18.0,10.0,38.0,4350000.0,114474.0,2,17,15.0,на транспорте,"(55.911199, 37.70806, 0.0)"
"Московская область, Долгопрудный, мкр. Новые Водники, Старое Дмитровское ш., 17",37.0,10.0,54.0,7100000.0,131481.0,10,17,10.0,на транспорте,"(55.961294, 37.529951, 0.0)"
"Москва, ЦАО, р-н Замоскворечье, Садовническая наб., 7",,,64.5,31000000.0,480620.0,2,6,7.0,пешком,"(55.746547, 37.628038, 0.0)"
"Москва, ЦАО, р-н Басманный, Плетешковский пер., 18-20к2",31.0,6.0,45.6,10700000.0,234649.0,2,12,7.0,пешком,"(55.769474, 37.674633, 0.0)"
"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 22",,,87.0,40900000.0,470115.0,38,79,5.0,пешком,"(55.751345, 37.536544, 0.0)"
"Москва, САО, р-н Аэропорт, ул. Черняховского, 19",,23.4,44.3,15999000.0,361151.0,8,22,10.0,пешком,"(55.80916, 37.541126, 0.0)"
"Московская область, Мытищи, мкр. 25, ул. Воровского, 5",29.0,18.0,74.6,12900000.0,172922.0,8,9,20.0,на транспорте,"(55.918207, 37.759129, 0.0)"
"Москва, ЮВАО, р-н Печатники, ул. Полбина, 46",28.0,6.0,44.3,7500000.0,169300.0,6,9,10.0,пешком,"(55.678595, 37.727751, 0.0)"
"Москва, ЮЗАО, р-н Южное Бутово, ул. Поляны, 5",72.4,35.0,148.6,17584000.0,118331.0,2,31,16.0,пешком,"(55.557765, 37.555023, 0.0)"
"Москва, САО, р-н Савеловский, ул. Мишина, 14",40.8,13.7,73.7,22442000.0,304505.0,2,7,10.0,пешком,"(55.794371, 37.566216, 0.0)"
"Московская область, Ленинский городской округ, Мещерино поселок, Южные Горки микрорайон, 11",20.3,6.3,29.94,3000000.0,100200.0,1,4,15.0,на транспорте,"(55.524972, 37.794397, 0.0)"
"Москва, ЗАО, р-н Крылатское, Рублевское ш., 70к6",32.0,16.0,65.0,13300000.0,204615.0,3,24,8.0,на транспорте,"(55.770775, 37.376626, 0.0)"
"Московская область, Красногорск городской округ, Ильинское-Усово поселок, проезд Александра Невского, 3",,,71.3,5990000.0,84011.0,8,9,0.0,на транспорте,"(55.772978, 37.218649, 0.0)"
"Москва, ЦАО, р-н Замоскворечье, Мытная ул., 7с1",,,44.0,26900000.0,611364.0,12,12,5.0,пешком,"(55.722142, 37.618569, 0.0)"
"Московская область, Люберцы, мкр. Люберцы 2015 2018, ул. Вертолетная, 16/1",15.0,9.0,32.0,4300000.0,134375.0,9,17,25.0,на транспорте,"(55.706152, 37.964214, 0.0)"
"Москва, ЦАО, р-н Таганский, Большая Андроньевская ул., 7",27.0,20.0,52.02,24500000.0,470973.0,5,7,4.0,на транспорте,"(55.744176, 37.671193, 0.0)"
"Московская область, Мытищи, мкр. 7, Юбилейная ул., 29к2",18.4,8.5,32.0,4400000.0,137500.0,9,9,20.0,на транспорте,"(55.905164, 37.710889, 0.0)"
"Москва, ВАО, р-н Восточное Измайлово, 16-я Парковая ул., 2",30.0,5.7,43.3,7000000.0,161663.0,1,5,6.0,на транспорте,"(55.790681, 37.823915, 0.0)"
"Москва, СВАО, р-н Бутырский, Огородный проезд, 20к3",29.5,13.3,62.1,13041000.0,210000.0,15,23,4.0,пешком,"(55.821689, 37.592258, 0.0)"
"Москва, ЦАО, р-н Таганский, Гончарный проезд, 6С1",18.8,9.2,34.0,10400000.0,305882.0,4,8,4.0,пешком,"(55.739392, 37.649669, 0.0)"
"Москва, ЦАО, р-н Таганский, Большая Андроньевская ул., 7",57.0,7.0,83.84,43596800.0,520000.0,7,7,4.0,на транспорте,"(55.744176, 37.671193, 0.0)"
"Москва, ЮВАО, р-н Выхино-Жулебино, Ферганский проезд, 14К2",32.0,9.0,48.0,6700000.0,139583.0,1,12,8.0,на транспорте,"(55.694662, 37.816953, 0.0)"
"Москва, ЦАО, р-н Пресненский, 2-я Черногрязская ул., 6к2",85.3,17.6,154.0,79000000.0,512987.0,10,13,8.0,пешком,"(55.762181, 37.547531, 0.0)"
"Москва, ЦАО, р-н Пресненский, ул. Сергея Макеева, 9к1",37.9,18.0,93.0,47000000.0,505376.0,3,13,10.0,пешком,"(55.760915, 37.550208, 0.0)"
"Москва, СВАО, р-н Алексеевский, Новоалексеевская ул., 22АС8",40.0,10.0,58.0,19140000.0,330000.0,4,16,15.0,пешком,"(55.809646, 37.653828, 0.0)"
"Московская область, Видное, ул. Березовая",24.1,16.9,54.2,4700000.0,86716.0,9,17,20.0,на транспорте,"(55.544351, 37.720025, 0.0)"
"Московская область, Балашиха, мкр. Новое Измайлово, ул. Строителей, 1",36.0,17.2,68.0,6700000.0,98529.0,11,25,15.0,на транспорте,"(55.790838, 37.88898, 0.0)"
"Москва, ЮЗАО, р-н Южное Бутово, Остафьевская ул., 50к2",35.0,11.0,65.0,12999000.0,199985.0,2,3,10.0,пешком,"(55.533669, 37.496165, 0.0)"
"Москва, САО, р-н Дмитровский, Дмитровское ш., 107Ак1",36.1,10.9,61.3,9875000.0,161093.0,11,21,18.0,пешком,"(55.879495, 37.539877, 0.0)"
"Москва, ЦАО, р-н Якиманка, Софийская наб., 34С4",28.7,22.3,77.2,38600000.0,500000.0,2,8,9.0,пешком,"(55.747287, 37.622774, 0.0)"
"Московская область, Красногорск, мкр. Чернево, Чернево-1 микрорайон",24.8,18.4,62.7,7023000.0,112010.0,15,25,8.0,на транспорте,"(55.836489, 37.300934, 0.0)"
"Московская область, Мытищи, мкр. Олимпийский, ул. Стрелковая, 6",17.5,9.4,41.02,4450000.0,108484.0,8,16,25.0,на транспорте,"(55.943724, 37.77405, 0.0)"
"Москва, СВАО, р-н Бутырский, Новодмитровская ул., 2к5",38.0,8.0,67.5,21400000.0,317037.0,45,47,4.0,на транспорте,"(55.80357, 37.591027, 0.0)"
"Москва, ЮЗАО, р-н Ломоносовский, Ленинский просп., 85",31.0,7.0,48.0,13199000.0,274979.0,8,8,3.0,на транспорте,"(55.680828, 37.535862, 0.0)"
"Москва, ЗАО, р-н Тропарево-Никулино, просп. Вернадского, 105К2",32.2,9.8,52.8,11999000.0,227254.0,7,16,3.0,пешком,"(55.662308, 37.487649, 0.0)"
"Москва, ЦАО, р-н Пресненский, Мантулинская ул., 9к2",30.0,15.0,64.0,31700000.0,495313.0,10,20,10.0,пешком,"(55.755312, 37.545626, 0.0)"
"Москва, НАО (Новомосковский), Коммунарка поселок, ул. Потаповская Роща, 12к1",20.0,10.0,38.7,6500000.0,167959.0,2,3,11.0,на транспорте,"(55.550229, 37.498213, 0.0)"
"Москва, ЦАО, р-н Замоскворечье, ул. Малая Ордынка, 19",,,59.7,47000000.0,787270.0,2,6,0.0,на транспорте,"(55.736939, 37.625954, 0.0)"
"Москва, ЮЗАО, р-н Ясенево, Новоясеневский просп., 9",,,62.3,21500000.0,345104.0,3,23,0.0,на транспорте,"(55.608816, 37.535403, 0.0)"
"Москва, САО, р-н Головинский, Флотская ул., 34К1",,,28.3,6000000.0,212014.0,5,5,0.0,на транспорте,"(55.849534, 37.492051, 0.0)"
